#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
32,20,0.33,-5.26,0.00235,5.46e-06,Moderately soluble,-6.18,0.000281,6.54e-07,Poorly soluble,-8.0,4.31e-06,1e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.82,0,0,0,0,0,0.55,0,0,2,3.49
23,21,0.05,-4.9,0.00379,1.27e-05,Moderately soluble,-4.45,0.0106,3.55e-05,Moderately soluble,-7.4,1.19e-05,3.98e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,No,No,No,-5.28,0,0,0,0,0,0.55,0,0,1,3.2
22,17,0.18,-4.06,0.0257,8.81e-05,Moderately soluble,-4.38,0.0121,4.12e-05,Moderately soluble,-5.48,0.000966,3.3e-06,Moderately soluble,High,Yes,No,No,Yes,Yes,No,No,-5.65,0,0,0,0,0,0.55,0,0,0,3.17
35,23,0.12,-5.56,0.00141,2.78e-06,Moderately soluble,-6.11,0.000392,7.72e-07,Poorly soluble,-7.96,5.54e-06,1.09e-08,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-6.68,1,2,0,0,0,0.55,0,0,2,4.54
23,11,0.29,-3.82,0.0545,0.000152,Soluble,-4.37,0.0152,4.24e-05,Moderately soluble,-4.7,0.00708,1.98e-05,Moderately soluble,High,No,No,Yes,Yes,Yes,No,No,-6.38,0,0,0,0,0,0.55,0,1,1,2.9
36,19,0.32,-6.84,8.03e-05,1.45e-07,Poorly soluble,-7.19,3.58e-05,6.46e-08,Poorly soluble,-9.37,2.35e-07,4.25e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,No,-5.5,1,2,0,0,1,0.55,0,0,3,3.65
30,23,0.14,-3.79,0.0663,0.000164,Soluble,-3.77,0.068,0.000168,Soluble,-5.98,0.000423,1.05e-06,Moderately soluble,High,No,No,No,No,Yes,Yes,Yes,-7.19,0,0,0,0,0,0.55,0,0,2,3.92
29,12,0.36,-4.11,0.0321,7.83e-05,Moderately soluble,-3.87,0.0559,0.000136,Soluble,-5.67,0.000882,2.15e-06,Moderately soluble,High,Yes,Yes,No,Yes,Yes,No,Yes,-6.97,0,0,0,0,0,0.55,0,0,1,4.02
21,11,0.4,-3.12,0.231,0.000753,Soluble,-3.32,0.145,0.000474,Soluble,-5.06,0.00266,8.67e-06,Moderately soluble,High,No,Yes,Yes,No,No,Yes,Yes,-6.75,0,0,0,0,0,0.55,0,0,0,3.12
30,18,0.15,-3.82,0.0643,0.00015,Soluble,-5.02,0.00411,9.6e-06,Moderately soluble,-7.09,3.49e-05,8.15e-08,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-7.32,0,0,1,1,0,0.55,0,0,2,3.21
14,6,0.22,-4.35,0.0187,4.47e-05,Moderately soluble,-3.51,0.128,0.000306,Soluble,-4.31,0.0205,4.91e-05,Moderately soluble,High,Yes,No,Yes,No,Yes,No,No,-6.88,0,0,0,0,0,0.55,0,2,1,1.95
27,22,0.11,-5.24,0.00216,5.71e-06,Moderately soluble,-6.48,0.000126,3.34e-07,Poorly soluble,-6.6,9.55e-05,2.52e-07,Poorly soluble,High,No,No,Yes,No,Yes,No,No,-5.62,0,0,0,0,0,0.55,0,1,2,3.26
28,12,0.4,-5.55,0.00132,2.79e-06,Moderately soluble,-6.32,0.000225,4.77e-07,Poorly soluble,-7.61,1.16e-05,2.45e-08,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-5.73,0,0,0,0,0,0.55,0,0,3,3.69
33,17,0.33,-4.38,0.019,4.16e-05,Moderately soluble,-4.76,0.00794,1.74e-05,Moderately soluble,-6.27,0.000246,5.38e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.14,0,0,0,0,0,0.55,0,0,1,3.14
20,9,0.46,-1.9,3.49,0.0125,Very soluble,-1.61,6.89,0.0248,Very soluble,-1.38,11.7,0.042,Soluble,High,No,No,No,No,No,No,No,-7.77,0,0,0,0,0,0.55,0,1,0,2.99
22,6,0.62,-3.2,0.207,0.000637,Soluble,-2.6,0.824,0.00254,Soluble,-2.88,0.428,0.00132,Soluble,High,Yes,No,No,No,No,Yes,No,-6.85,0,0,0,0,0,0.55,0,0,0,3.78
30,18,0.27,-4.99,0.00426,1.03e-05,Moderately soluble,-5.4,0.00165,3.98e-06,Moderately soluble,-7.72,7.82e-06,1.89e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-6.04,0,0,0,0,0,0.55,0,1,2,3.39
29,24,0.04,-6.21,0.00025,6.2e-07,Poorly soluble,-6.79,6.6e-05,1.64e-07,Poorly soluble,-8.32,1.91e-06,4.75e-09,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,No,-4.79,0,1,0,0,1,0.85,0,0,2,3.2
22,12,0.0,-6.69,9.07e-05,2.06e-07,Poorly soluble,-7.14,3.18e-05,7.23e-08,Poorly soluble,-8.47,1.48e-06,3.37e-09,Poorly soluble,Low,No,No,No,No,Yes,No,No,-4.57,1,1,0,1,1,0.55,0,1,2,2.9
23,9,0.56,-1.85,4.53,0.0141,Very soluble,-1.96,3.5,0.0109,Very soluble,-3.88,0.0418,0.00013,Soluble,High,No,Yes,No,No,No,No,No,-8.03,0,0,0,0,0,0.55,0,0,0,3.43
28,12,0.48,-4.28,0.0202,5.27e-05,Moderately soluble,-5.14,0.00279,7.29e-06,Moderately soluble,-6.92,4.57e-05,1.19e-07,Poorly soluble,High,No,No,No,Yes,No,No,Yes,-5.99,0,0,0,0,0,0.55,0,0,3,3.28
21,15,0.23,-2.89,0.368,0.00129,Soluble,-3.69,0.0587,0.000205,Soluble,-4.77,0.0049,1.71e-05,Moderately soluble,High,No,Yes,Yes,No,No,No,No,-6.83,0,0,0,0,0,0.55,0,0,0,3.01
25,19,0.1,-4.6,0.00833,2.51e-05,Moderately soluble,-4.92,0.00396,1.2e-05,Moderately soluble,-7.59,8.5e-06,2.56e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.61,0,0,0,0,0,0.55,0,0,1,2.45
23,5,0.76,-2.34,1.45,0.00453,Soluble,-1.93,3.77,0.0118,Very soluble,-3.07,0.273,0.000853,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.48,0,0,0,0,0,0.55,0,0,0,3.93
47,24,0.27,-7.41,2.56e-05,3.92e-08,Poorly soluble,-8.39,2.64e-06,4.04e-09,Poorly soluble,-10.58,1.72e-08,2.62e-11,Insoluble,Low,No,No,No,No,Yes,Yes,Yes,-5.95,1,4,1,1,2,0.55,1,2,3,5.46
35,12,0.46,-4.59,0.0125,2.56e-05,Moderately soluble,-4.31,0.024,4.92e-05,Moderately soluble,-6.62,0.000119,2.43e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-7.03,0,2,0,0,0,0.55,0,1,2,4.21
19,9,0.5,-1.89,3.46,0.0128,Very soluble,-2.33,1.27,0.00472,Soluble,-0.68,56.9,0.211,Soluble,High,No,No,No,No,No,No,No,-7.76,0,1,0,0,0,0.55,0,0,0,3.7
23,17,0.27,-3.33,0.148,0.000473,Soluble,-3.3,0.156,0.000497,Soluble,-3.67,0.0668,0.000213,Soluble,High,No,No,No,No,No,No,No,-6.94,0,0,0,0,0,0.55,0,0,0,2.93
39,18,0.37,-6.54,0.000163,2.86e-07,Poorly soluble,-6.9,7.11e-05,1.25e-07,Poorly soluble,-9.81,8.9e-08,1.56e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.69,1,3,1,0,1,0.55,0,0,3,4.45
31,24,0.0,-5.48,0.00141,3.29e-06,Moderately soluble,-6.65,9.65e-05,2.24e-07,Poorly soluble,-9.15,3.03e-07,7.03e-10,Poorly soluble,Low,No,No,Yes,Yes,Yes,Yes,No,-5.77,0,1,0,1,0,0.55,0,1,2,3.42
24,16,0.17,-2.89,0.414,0.00128,Soluble,-2.44,1.18,0.00365,Soluble,-5.81,0.000504,1.56e-06,Moderately soluble,High,Yes,No,Yes,No,Yes,No,Yes,-7.35,0,0,0,0,0,0.55,0,0,0,2.51
28,20,0.18,-5.12,0.00287,7.65e-06,Moderately soluble,-5.64,0.000857,2.28e-06,Moderately soluble,-7.27,2.03e-05,5.4e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.42,0,0,0,0,0,0.55,0,0,2,2.86
29,15,0.42,-3.61,0.101,0.000243,Soluble,-3.89,0.0536,0.000128,Soluble,-5.82,0.000627,1.5e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-7.35,0,0,0,0,0,0.55,0,0,2,3.46
26,12,0.18,-4.76,0.0083,1.74e-05,Moderately soluble,-4.73,0.00898,1.88e-05,Moderately soluble,-6.83,7.04e-05,1.47e-07,Poorly soluble,High,No,No,No,Yes,No,No,No,-6.8,1,0,0,0,0,0.56,0,2,2,3.25
20,11,0.31,-3.0,0.289,0.00101,Soluble,-3.16,0.2,0.000698,Soluble,-5.87,0.000386,1.35e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.58,0,0,0,0,0,0.55,0,0,0,2.3
30,23,0.12,-5.49,0.00129,3.21e-06,Moderately soluble,-5.98,0.000418,1.04e-06,Moderately soluble,-7.91,4.98e-06,1.24e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.38,0,0,0,0,0,0.55,0,0,2,3.51
20,6,0.62,-2.75,0.492,0.00178,Soluble,-2.41,1.08,0.00391,Soluble,-4.05,0.0247,8.95e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.52,0,0,0,0,0,0.55,0,0,0,2.98
28,17,0.3,-2.61,0.923,0.00243,Soluble,-1.78,6.35,0.0167,Very soluble,-4.4,0.0151,3.99e-05,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-8.27,0,0,0,0,0,0.55,0,0,1,3.67
23,16,0.21,-3.99,0.0328,0.000103,Soluble,-4.73,0.00587,1.85e-05,Moderately soluble,-5.7,0.000627,1.98e-06,Moderately soluble,High,No,No,Yes,No,Yes,No,Yes,-6.06,0,0,0,0,0,0.55,0,0,0,3.42
21,15,0.21,-4.05,0.0259,8.93e-05,Moderately soluble,-4.32,0.014,4.83e-05,Moderately soluble,-6.11,0.000224,7.71e-07,Poorly soluble,High,Yes,No,Yes,Yes,No,No,No,-5.73,0,0,0,0,0,0.55,0,0,0,2.99
22,17,0.12,-3.51,0.0893,0.000309,Soluble,-3.35,0.13,0.000449,Soluble,-5.28,0.00152,5.25e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.3,0,0,0,0,0,0.55,0,0,0,2.57
27,20,0.11,-4.12,0.0328,7.67e-05,Moderately soluble,-3.57,0.114,0.000268,Soluble,-5.37,0.00184,4.31e-06,Moderately soluble,High,No,No,No,No,Yes,No,No,-7.39,0,0,0,0,0,0.55,0,0,1,2.93
28,15,0.32,-4.67,0.00817,2.16e-05,Moderately soluble,-4.87,0.00512,1.35e-05,Moderately soluble,-6.39,0.000152,4.03e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.89,0,0,0,0,0,0.55,0,0,2,3.19
33,23,0.25,-6.48,0.000144,3.3e-07,Poorly soluble,-6.8,6.97e-05,1.6e-07,Poorly soluble,-8.46,1.5e-06,3.44e-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,No,Yes,-4.74,1,2,0,0,1,0.55,0,0,2,4.47
20,12,0.2,-3.66,0.0603,0.00022,Soluble,-3.88,0.036,0.000131,Soluble,-5.11,0.00215,7.83e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.72,0,0,0,0,0,0.55,0,2,0,1.98
22,12,0.27,-2.83,0.547,0.00149,Soluble,-2.3,1.86,0.00506,Soluble,-5.08,0.00303,8.26e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-7.67,0,0,0,0,0,0.55,0,0,1,2.78
24,6,0.74,-3.89,0.0429,0.000129,Soluble,-4.21,0.0206,6.18e-05,Moderately soluble,-4.11,0.026,7.83e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.85,0,0,0,0,0,0.55,0,0,0,3.81
23,17,0.11,-4.45,0.0108,3.52e-05,Moderately soluble,-4.42,0.0117,3.78e-05,Moderately soluble,-6.63,7.26e-05,2.36e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.45,1,0,0,0,0,0.55,0,2,1,3.05
22,19,0.06,-4.79,0.00498,1.61e-05,Moderately soluble,-4.54,0.00893,2.88e-05,Moderately soluble,-6.63,7.19e-05,2.32e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.34,0,0,0,0,0,0.55,0,0,1,2.44
28,12,0.35,-5.09,0.00347,8.2e-06,Moderately soluble,-5.77,0.00072,1.7e-06,Moderately soluble,-7.43,1.58e-05,3.74e-08,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-5.83,0,0,0,0,0,0.55,0,0,2,3.55
20,11,0.15,-2.78,0.454,0.00165,Soluble,-3.72,0.0528,0.000192,Soluble,-2.42,1.04,0.00378,Soluble,High,No,No,No,No,No,No,No,-6.67,0,0,0,0,0,0.56,0,0,0,2.23
26,15,0.38,-5.01,0.00344,9.76e-06,Moderately soluble,-5.16,0.00246,6.99e-06,Moderately soluble,-6.21,0.000217,6.17e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.27,0,0,0,0,0,0.55,0,0,2,3.81
23,20,0.06,-4.03,0.0277,9.24e-05,Moderately soluble,-3.8,0.0477,0.000159,Soluble,-5.59,0.000761,2.54e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.07,0,0,0,0,0,0.55,0,0,0,2.65
24,16,0.19,-4.13,0.0269,7.45e-05,Moderately soluble,-4.79,0.00591,1.64e-05,Moderately soluble,-5.43,0.00134,3.71e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,Yes,-6.53,0,0,0,0,0,0.55,0,0,1,3.55
21,13,0.25,-4.44,0.0122,3.6e-05,Moderately soluble,-5.79,0.000549,1.62e-06,Moderately soluble,-3.85,0.0481,0.000142,Soluble,High,No,No,Yes,Yes,No,No,No,-6.0,0,0,0,1,0,0.55,0,0,0,4.04
27,6,0.7,-2.75,0.663,0.00177,Soluble,-2.38,1.55,0.00415,Soluble,-3.69,0.0759,0.000203,Soluble,High,No,Yes,No,No,No,No,No,-7.73,0,0,0,0,0,0.55,0,0,1,3.9
24,15,0.17,-5.07,0.00309,8.52e-06,Moderately soluble,-5.55,0.00102,2.81e-06,Moderately soluble,-8.23,2.12e-06,5.85e-09,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.22,0,0,0,0,0,0.55,0,0,2,2.41
21,9,0.36,-2.61,0.76,0.00247,Soluble,-2.8,0.491,0.00159,Soluble,-4.5,0.00966,3.13e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.35,0,0,0,0,0,0.55,0,0,0,3.6
30,17,0.36,-4.61,0.0106,2.46e-05,Moderately soluble,-5.09,0.00345,8.05e-06,Moderately soluble,-7.58,1.13e-05,2.64e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.42,0,0,0,0,0,0.55,0,0,3,4.0
35,16,0.42,-4.71,0.00944,1.97e-05,Moderately soluble,-5.14,0.00346,7.21e-06,Moderately soluble,-6.8,7.58e-05,1.58e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.8,0,1,0,0,0,0.55,0,0,2,3.95
26,20,0.11,-4.78,0.0068,1.66e-05,Moderately soluble,-4.42,0.0157,3.84e-05,Moderately soluble,-6.54,0.000118,2.88e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-6.3,0,0,0,0,0,0.55,0,1,2,2.84
31,6,0.57,-4.36,0.0211,4.33e-05,Moderately soluble,-4.85,0.00691,1.42e-05,Moderately soluble,-5.63,0.00113,2.32e-06,Moderately soluble,High,No,Yes,No,Yes,No,No,Yes,-7.15,0,1,0,0,0,0.55,0,0,2,5.29
20,14,0.21,-3.35,0.129,0.000451,Soluble,-3.92,0.0345,0.000121,Soluble,-4.51,0.00876,3.07e-05,Moderately soluble,High,No,Yes,Yes,No,No,No,No,-6.59,0,0,0,0,0,0.55,0,0,0,3.23
28,26,0.08,-5.7,0.00072,1.98e-06,Moderately soluble,-5.77,0.000622,1.71e-06,Moderately soluble,-9.22,2.21e-07,6.07e-10,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-4.94,0,0,0,0,1,0.55,0,0,2,2.97
23,5,0.65,-2.57,0.861,0.00266,Soluble,-2.91,0.398,0.00123,Soluble,-4.13,0.0238,7.36e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,No,-6.89,0,0,0,0,0,0.55,0,0,1,3.15
37,27,0.12,-7.81,7.83e-06,1.55e-08,Poorly soluble,-8.24,2.89e-06,5.72e-09,Poorly soluble,-10.29,2.59e-08,5.14e-11,Insoluble,Low,No,No,No,Yes,Yes,No,Yes,-4.16,2,3,0,1,1,0.17,0,1,2,4.86
21,6,0.5,-2.74,0.526,0.00182,Soluble,-2.85,0.408,0.00141,Soluble,-4.14,0.021,7.26e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,No,No,No,-6.61,0,0,0,0,0,0.55,0,1,0,2.67
26,14,0.32,-5.21,0.0024,6.1e-06,Moderately soluble,-6.3,0.000197,5.01e-07,Poorly soluble,-6.65,8.88e-05,2.26e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.24,0,0,0,0,0,0.55,0,0,3,3.26
34,15,0.3,-4.56,0.0134,2.73e-05,Moderately soluble,-5.83,0.000724,1.48e-06,Moderately soluble,-6.41,0.000192,3.92e-07,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,Yes,-6.87,0,1,1,0,0,0.55,0,1,2,3.68
32,16,0.38,-4.67,0.00926,2.14e-05,Moderately soluble,-4.74,0.00782,1.81e-05,Moderately soluble,-7.37,1.85e-05,4.27e-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.34,0,1,0,0,0,0.55,0,0,3,3.5
22,5,0.76,-2.91,0.371,0.00122,Soluble,-2.64,0.696,0.00229,Soluble,-3.1,0.242,0.000794,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.64,0,0,0,0,0,0.55,0,0,0,3.17
23,11,0.41,-3.63,0.073,0.000234,Soluble,-3.8,0.0488,0.000157,Soluble,-4.32,0.0148,4.75e-05,Moderately soluble,High,Yes,Yes,Yes,No,Yes,No,No,-6.35,0,0,0,0,0,0.55,0,0,0,3.81
23,0,0.88,-3.16,0.236,0.000691,Soluble,-3.76,0.0597,0.000174,Soluble,-3.96,0.0376,0.00011,Soluble,High,No,Yes,No,Yes,Yes,No,No,-6.74,0,0,0,0,0,0.55,0,0,0,4.74
20,9,0.67,-3.76,0.048,0.000176,Soluble,-4.15,0.0192,7.01e-05,Moderately soluble,-4.29,0.0141,5.16e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-5.62,0,0,0,0,0,0.55,0,0,0,2.75
25,12,0.33,-3.41,0.133,0.00039,Soluble,-4.33,0.016,4.7e-05,Moderately soluble,-6.02,0.000323,9.46e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-6.55,0,0,0,0,0,0.55,0,2,1,2.97
34,12,0.5,-3.84,0.0682,0.000145,Soluble,-3.94,0.0538,0.000114,Soluble,-5.44,0.00172,3.66e-06,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.65,0,1,0,0,0,0.55,0,0,2,4.26
34,31,0.07,-5.72,0.000841,1.9e-06,Moderately soluble,-6.04,0.000407,9.17e-07,Poorly soluble,-10.14,3.24e-08,7.29e-11,Insoluble,High,No,Yes,No,No,Yes,No,No,-5.94,0,1,0,0,0,0.55,0,0,2,3.45
33,15,0.43,-5.16,0.00338,6.92e-06,Moderately soluble,-6.54,0.000141,2.88e-07,Poorly soluble,-6.72,9.23e-05,1.89e-07,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-6.48,0,2,0,1,0,0.55,0,0,3,3.79
28,25,0.12,-6.56,0.0001,2.76e-07,Poorly soluble,-6.68,7.56e-05,2.08e-07,Poorly soluble,-9.54,1.06e-07,2.92e-10,Poorly soluble,High,No,Yes,Yes,Yes,No,No,No,-4.08,1,1,0,1,1,0.55,0,0,2,2.9
19,9,0.47,-2.38,1.09,0.00418,Soluble,-1.95,2.92,0.0112,Very soluble,-3.63,0.0606,0.000233,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.94,0,0,0,0,0,0.55,0,0,0,2.74
30,11,0.4,-3.68,0.0919,0.000211,Soluble,-4.73,0.0082,1.88e-05,Moderately soluble,-5.07,0.00374,8.59e-06,Moderately soluble,Low,No,Yes,No,No,Yes,No,Yes,-7.39,0,0,0,1,0,0.55,0,1,2,3.46
20,0,0.75,-2.37,1.19,0.00427,Soluble,-2.46,0.973,0.00349,Soluble,-3.36,0.122,0.000437,Soluble,High,Yes,No,No,No,No,No,No,-6.72,0,0,0,0,0,0.55,0,0,0,4.04
29,19,0.27,-4.81,0.00603,1.55e-05,Moderately soluble,-4.64,0.00893,2.3e-05,Moderately soluble,-6.61,9.62e-05,2.48e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.11,0,0,0,0,0,0.55,0,0,2,3.34
24,5,0.78,-2.6,0.841,0.00251,Soluble,-2.55,0.938,0.0028,Soluble,-3.3,0.169,0.000502,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.23,0,0,0,0,0,0.55,0,0,0,3.75
25,6,0.42,-0.81,52.8,0.154,Very soluble,0.16,499.0,1.46,Highly soluble,-3.76,0.0594,0.000173,Soluble,High,No,Yes,No,No,No,No,No,-9.44,0,0,0,0,0,0.55,0,0,0,3.91
23,15,0.33,-4.83,0.00557,1.49e-05,Moderately soluble,-4.98,0.00395,1.06e-05,Moderately soluble,-8.0,3.73e-06,9.95e-09,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.6,0,0,0,0,0,0.55,0,0,2,2.87
25,9,0.68,-4.19,0.0221,6.42e-05,Moderately soluble,-4.76,0.00592,1.72e-05,Moderately soluble,-5.38,0.00142,4.13e-06,Moderately soluble,High,Yes,No,No,Yes,Yes,No,No,-5.83,0,0,0,0,0,0.55,0,0,1,3.33
19,17,0.06,-4.47,0.00914,3.42e-05,Moderately soluble,-4.84,0.00384,1.44e-05,Moderately soluble,-6.47,8.98e-05,3.36e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.03,0,0,0,0,0,0.55,0,0,1,2.6
21,19,0.0,-4.41,0.0104,3.87e-05,Moderately soluble,-4.21,0.0165,6.13e-05,Moderately soluble,-6.37,0.000116,4.32e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.35,0,0,0,0,0,0.55,0,0,1,1.96
27,20,0.28,-4.16,0.0252,6.88e-05,Moderately soluble,-4.27,0.0198,5.42e-05,Moderately soluble,-5.67,0.000787,2.15e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,Yes,-6.62,0,0,0,0,0,0.55,0,0,1,3.5
19,10,0.46,-2.62,0.636,0.00242,Soluble,-2.88,0.35,0.00133,Soluble,-3.46,0.0912,0.000348,Soluble,High,Yes,No,No,No,No,No,No,-6.67,0,0,0,0,0,0.55,0,0,0,2.68
42,24,0.2,-5.14,0.00415,7.17e-06,Moderately soluble,-6.65,0.000131,2.26e-07,Poorly soluble,-3.91,0.0705,0.000122,Soluble,Low,No,No,No,No,No,No,Yes,-8.15,3,2,1,1,3,0.17,1,1,1,5.32
27,21,0.19,-4.33,0.0168,4.65e-05,Moderately soluble,-4.22,0.0218,6.02e-05,Moderately soluble,-7.54,1.03e-05,2.85e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-6.32,0,0,0,0,0,0.55,0,0,1,3.36
20,15,0.07,-4.09,0.0236,8.21e-05,Moderately soluble,-4.73,0.00539,1.88e-05,Moderately soluble,-4.55,0.00808,2.81e-05,Moderately soluble,High,No,No,Yes,Yes,No,No,No,-5.75,0,0,0,0,0,0.55,0,0,0,2.86
25,11,0.52,-4.35,0.0153,4.44e-05,Moderately soluble,-4.4,0.0136,3.95e-05,Moderately soluble,-7.35,1.56e-05,4.51e-08,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.58,0,0,0,0,0,0.55,0,0,1,3.89
26,18,0.33,-3.41,0.143,0.000387,Soluble,-3.48,0.123,0.000334,Soluble,-5.51,0.00113,3.06e-06,Moderately soluble,High,No,Yes,No,No,Yes,No,No,-7.38,0,0,0,0,0,0.55,0,0,1,3.76
23,15,0.31,-3.38,0.128,0.000413,Soluble,-3.22,0.185,0.000596,Soluble,-4.58,0.00822,2.65e-05,Moderately soluble,High,No,Yes,Yes,No,No,Yes,Yes,-6.69,0,0,0,0,0,0.55,0,0,0,2.61
27,11,0.39,-4.08,0.0381,8.31e-05,Moderately soluble,-4.21,0.0282,6.14e-05,Moderately soluble,-5.61,0.00112,2.44e-06,Moderately soluble,High,No,No,No,Yes,Yes,Yes,Yes,-7.26,0,0,0,0,0,0.55,0,0,2,3.61
18,15,0.0,-3.71,0.0505,0.000194,Soluble,-4.15,0.0184,7.09e-05,Moderately soluble,-5.37,0.00111,4.29e-06,Moderately soluble,High,No,Yes,Yes,Yes,No,Yes,Yes,-5.88,0,0,0,0,0,0.55,0,1,0,2.4
26,19,0.21,-3.63,0.0828,0.000237,Soluble,-3.84,0.0502,0.000144,Soluble,-6.36,0.000152,4.36e-07,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.77,0,0,0,0,0,0.55,0,0,0,3.03
20,17,0.06,-3.82,0.0403,0.000153,Soluble,-3.81,0.0405,0.000154,Soluble,-5.43,0.000985,3.74e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.68,0,0,0,0,0,0.55,0,0,0,1.92
25,20,0.15,-4.57,0.00875,2.67e-05,Moderately soluble,-4.94,0.00376,1.15e-05,Moderately soluble,-7.21,2e-05,6.1e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.62,0,0,0,0,0,0.55,0,0,1,2.94
19,9,0.57,-3.17,0.189,0.000681,Soluble,-3.47,0.0948,0.000341,Soluble,-4.66,0.0061,2.19e-05,Moderately soluble,High,No,Yes,Yes,Yes,No,No,No,-6.51,0,0,0,0,0,0.55,0,0,0,3.26
19,15,0.29,-3.26,0.14,0.000552,Soluble,-3.13,0.186,0.000734,Soluble,-4.72,0.00485,1.91e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-6.2,0,0,0,0,0,0.55,0,0,0,2.7
